Time_ns,RMSD_Protein_A,RMSD_Ligand_A,Rg_A,Hbonds,SASA_A2
1.52,1.3792043,1.8668569,25.682613216356792,0.0,22010.2328125
1.54,1.3127391,1.7543287,25.7054482431628,0.0,22000.0232421875
1.56,1.3039422,1.6659279,25.74718686059385,0.0,21989.813671875
1.58,1.220923,1.8478453,25.818504702323565,0.0,21979.6041015625
1.6,1.3467488,1.758969,25.728052489360213,0.0,21969.39453125
1.62,1.2357352,1.764399,25.804016750638663,0.0,21952.4658203125
1.64,1.2815495,1.8539503,25.63681264675197,0.0,21935.537109375
1.66,1.3699855,1.8817184,25.627127480555107,0.0,21918.6083984375
1.68,1.453209,1.8415794,25.634845814404944,0.0,21901.6796875
1.7,1.580146,1.8308115,25.40424757000883,0.0,21884.7509765625
1.72,1.43906,1.809519,25.563204228341082,0.0,21867.822265625
1.74,1.4918942,1.9266123,25.544883074132166,0.0,21850.8935546875
1.76,1.4556868,1.8441881,25.57365617396001,0.0,21833.96484375
1.78,1.6540515,1.701205,25.574543974026692,0.0,21817.0361328125
1.8,1.6021385,1.8171875,25.477509836854143,0.0,21800.107421875
1.82,1.5515614,1.8773224,25.436024217990408,0.2,21838.3474609375
1.84,1.825073,1.7618227,25.320713695081803,0.4,21876.5875
1.86,1.7538688,1.7137399,25.420601538572953,0.6000000000000001,21914.8275390625
1.88,1.8871136,1.8408245,25.5688334756309,0.8,21953.067578125
1.9,2.067415,1.7984782,25.264787271926433,1.0,21991.3076171875
1.92,2.2082088,1.8287005,25.263619757599002,1.0,22029.54765625
1.94,2.485098,1.828581,25.12464241258535,1.0,22067.7876953125
1.96,2.404979,1.7993951,25.236800674176585,1.0,22106.027734375
1.98,2.277001,1.739911,25.538500971269418,1.0,22144.2677734375
2.0,2.2424798,1.8939412,25.53437248435141,1.0,22182.5078125
2.02,2.0353382,1.8874656,25.506630536175805,1.0,22131.5642578125
2.04,1.9985056,1.8128102,25.461091099865985,1.0,22080.620703125
2.06,2.2072608,1.7964972,25.530607909098695,1.0,22029.6771484375
2.08,2.2746255,1.9473808,25.518252674335432,1.0,21978.73359375
2.1,2.129629,1.8530416,25.46738263732946,1.0,21927.7900390625
2.12,2.0243702,1.8103366,25.47191114720938,1.2,21876.846484375
2.14,1.9450576,1.8414552,25.50680420887502,1.4,21825.9029296875
2.16,1.9335778,1.7375503,25.529757254887414,1.6,21774.959375
2.18,1.9662505,1.7894528,25.60227508892119,1.8,21724.0158203125
2.2,1.974923,1.8545494,25.662575482741165,2.0,21673.072265625
2.22,1.8643985,1.7583294,25.68492577856631,2.0,21698.8646484375
2.24,2.208893,1.7894912,25.79054154545112,2.0,21724.65703125
2.26,2.1026819,1.9198854,25.922624576706493,2.0,21750.4494140625
2.28,1.8757129,1.7068436,25.80113401722643,2.0,21776.241796875
2.3,1.6590693,1.7962365,25.753307079611453,2.0,21802.0341796875
2.32,1.8113579,1.9505929,25.77142192935792,1.6,21827.8265625
2.34,1.8867133,1.9951497,25.798305674772312,1.2,21853.6189453125
2.36,1.9119012,1.7920599,25.90683787439701,0.7999999999999998,21879.411328125
2.38,1.9181845,1.576771,25.949538020749007,0.3999999999999999,21905.2037109375
2.4,1.7669775,1.8486065,25.876838454311258,0.0,21930.99609375
2.42,1.8325744,1.771772,25.96642687220166,0.0,21930.082421875
2.44,2.0405295,1.7026232,26.14071294479247,0.0,21929.16875
2.46,2.1086445,1.851382,26.12055384919894,0.0,21928.255078125
2.48,2.2121012,1.8312886,26.09398020517643,0.0,21927.34140625
2.5,2.2533407,1.9283317,26.11217665070199,0.0,21926.427734375
2.52,2.337964,1.7077588,26.114731909464677,0.0,21925.5140625
2.54,2.0354524,1.7977934,25.908731995309022,0.0,21924.600390625
2.56,2.046645,1.7496996,25.782298463945757,0.0,21923.68671875
2.58,2.0062563,1.8383474,25.751406462084816,0.0,21922.773046875
2.6,2.0760849,1.8196524,25.845991199224308,0.0,21921.859375
2.62,2.1949015,1.8096702,25.876163369170044,0.0,21897.60703125
2.64,2.5281157,1.8397264,25.774202231007592,0.0,21873.3546875
2.66,1.9950122,1.9401236,25.496481307792237,0.0,21849.10234375
2.68,2.0290737,1.857765,25.576368288393695,0.0,21824.85
2.7,1.9557571,1.8404244,25.722558271697615,0.0,21800.59765625
2.72,2.0753007,1.9048101,25.59554247665437,0.0,21776.3453125
2.74,2.2266898,1.8360474,25.662329398845923,0.0,21752.09296875
2.76,2.0363946,1.8849598,25.689197130151875,0.0,21727.840625
2.78,1.9518597,1.8333758,25.741683176374842,0.0,21703.58828125
2.8,1.962285,1.8522574,25.740044879641843,0.0,21679.3359375
2.82,2.2624543,1.8072492,25.687419823074503,0.0,21702.2705078125
2.84,2.1934443,1.7967993,25.64150460887474,0.0,21725.205078125
2.86,2.1544592,1.8310437,25.7267843035749,0.0,21748.1396484375
2.88,2.2587256,1.8174105,25.700738391407615,0.0,21771.07421875
2.9,2.4166248,1.7742897,25.771048541321612,0.0,21794.0087890625
2.92,2.1958282,1.7893053,25.771808459017556,0.0,21816.943359375
2.94,2.0259202,1.8214519,25.836673621946417,0.0,21839.8779296875
2.96,2.073255,1.7948749,25.85358420108939,0.0,21862.8125
2.98,2.0957868,1.8502414,25.839441460783053,0.0,21885.7470703125
3.0,2.073367,1.8348502,25.887883102352816,0.0,21908.681640625
3.02,2.1135182,1.829721,25.986255929104942,0.0,21882.137890625
3.04,2.0611918,1.8826236,25.74412029610034,0.0,21855.594140625
3.06,2.2855625,1.830951,25.642062822412115,0.0,21829.050390625
3.08,2.1725414,1.8960984,25.788970089398408,0.0,21802.506640625
3.1,2.2775114,1.8456879,25.753144325629357,0.0,21775.962890625
3.12,2.2007992,1.8485246,25.710450246314657,0.2,21749.419140625
3.14,1.9086454,1.8462455,25.811905276496407,0.4,21722.875390625
3.16,1.8348567,1.7805777,25.83088894360145,0.6000000000000001,21696.331640625
3.18,2.1717384,1.7976763,25.96133171955502,0.8,21669.787890625
3.2,2.0078495,1.71106,25.784018517547537,1.0,21643.244140625
3.22,1.9210006,1.7396523,25.66357325229165,0.8,21657.721875
3.24,1.9528422,1.787643,25.679334271342572,0.6,21672.199609375
3.26,1.8052504,1.8351657,25.679023278457894,0.3999999999999999,21686.67734375
3.28,2.320219,1.8420333,25.730572039203395,0.19999999999999996,21701.155078125
3.3,2.1179416,1.8517901,25.76091639791938,0.0,21715.6328125
3.32,2.1167889,1.8353248,25.674799831833926,0.0,21730.110546875
3.34,2.0467017,1.8026235,25.712308389092424,0.0,21744.58828125
3.36,1.9329764,1.7740281,25.71364833855118,0.0,21759.066015625
3.38,1.9092847,1.8180262,25.671200112705762,0.0,21773.54375
3.4,1.7618382,1.8426056,25.654466338995956,0.0,21788.021484375
3.42,1.8547707,1.827616,25.770909769880618,0.0,21784.4513671875
3.44,1.7879729,1.7307633,25.575982436077204,0.0,21780.88125
3.46,1.9013219,1.7272055,25.48326260322103,0.0,21777.3111328125
3.48,2.009036,1.8450016,25.418603950204698,0.0,21773.741015625
3.5,2.3736928,1.831739,25.3268097741943,0.0,21770.1708984375
3.52,2.5224993,1.7881088,25.491933564300577,0.0,21766.60078125
3.54,2.9566245,1.8042582,25.465672786649606,0.0,21763.0306640625
3.56,2.9736214,1.8620684,25.333188708366457,0.0,21759.460546875
3.58,2.9859505,1.800055,25.373896352057706,0.0,21755.8904296875
3.6,2.909956,1.8847203,25.628030160566627,0.0,21752.3203125
3.62,2.636393,1.8280263,25.392965647176542,0.0,21719.2947265625
3.64,2.700976,1.6794729,25.30125862795102,0.0,21686.269140625
3.66,2.8029559,1.899472,25.474667879593245,0.0,21653.2435546875
3.68,2.762641,1.7171466,25.37976001437911,0.0,21620.21796875
3.7,2.6738737,1.8413782,25.602613031617103,0.0,21587.1923828125
3.72,2.595081,1.8595488,25.540967698824055,0.0,21554.166796875
3.74,2.728043,1.8605238,25.570883309968696,0.0,21521.1412109375
3.76,2.8691387,1.8184997,25.424217387804436,0.0,21488.115625
3.78,2.7709816,1.7803074,25.558728611235036,0.0,21455.0900390625
3.8,2.7155924,1.7091453,25.594274691019546,0.0,21422.064453125
3.82,3.0787876,1.7034945,25.641675628583048,0.0,21412.0751953125
3.84,3.0539541,1.7887957,25.692076411374227,0.0,21402.0859375
3.86,3.120104,1.6752154,25.723182181407065,0.0,21392.0966796875
3.88,3.1633804,1.8053157,25.695707896637803,0.0,21382.107421875
3.9,3.0598114,1.8656952,25.524872421474956,0.0,21372.1181640625
3.92,2.7449942,1.8183663,25.631812262515716,0.0,21362.12890625
3.94,3.0542207,1.893596,25.691476471929583,0.0,21352.1396484375
3.96,2.9472117,1.9164269,25.560508747815724,0.0,21342.150390625
3.98,2.8711033,1.8910725,25.644681663345757,0.0,21332.1611328125
4.0,2.8641505,1.8981972,25.594748140322153,0.0,21322.171875
4.02,3.0087569,1.8925211,25.587057403511103,0.0,21336.9865234375
4.04,3.1676223,1.902275,25.33968582836051,0.0,21351.801171875
4.06,3.0558763,1.8838809,25.375179698468546,0.0,21366.6158203125
4.08,2.7231808,1.8324524,25.403554319717372,0.0,21381.43046875
4.1,2.430488,1.8622808,25.652628306947236,0.0,21396.2451171875
4.12,2.2365878,1.9280924,25.72010964512662,0.0,21411.059765625
4.14,2.0556004,1.9777429,25.657221287879302,0.0,21425.8744140625
4.16,2.1123352,1.8611064,25.32258304876313,0.0,21440.6890625
4.18,2.433643,1.7679375,25.402529569561594,0.0,21455.5037109375
4.2,2.5135422,1.8604583,25.407586682457087,0.0,21470.318359375
4.22,2.6391253,1.7852587,25.46845792642432,0.0,21473.3330078125
4.24,2.8163624,1.9139628,25.34147259203472,0.0,21476.34765625
4.26,2.4461985,1.8032545,25.58570060035036,0.0,21479.3623046875
4.28,2.5664983,1.7992883,25.46458365880121,0.0,21482.376953125
4.3,2.4230387,1.8047945,25.440295457341627,0.0,21485.3916015625
4.32,2.7013848,1.7647481,25.5322467654436,0.0,21488.40625
4.34,2.4909153,1.7977014,25.507055150436756,0.0,21491.4208984375
4.36,2.7413282,1.789314,25.410070056473213,0.0,21494.435546875
4.38,2.6115594,1.8245845,25.445041324534156,0.0,21497.4501953125
4.4,2.7064369,1.8845818,25.48904558909108,0.0,21500.46484375
4.42,2.638707,1.8921735,25.39537705079745,0.0,21547.2517578125
4.44,2.5335822,1.681093,25.287943855879767,0.0,21594.038671875
4.46,2.7166624,1.8344289,25.194533716914776,0.0,21640.8255859375
4.48,2.7301521,1.8775721,25.29759089402507,0.0,21687.6125
4.5,2.6651857,1.8050135,25.55750301179041,0.0,21734.3994140625
4.52,2.4311578,1.8213041,25.551416878130485,0.0,21781.186328125
4.54,2.3096728,1.8497047,25.629980382911825,0.0,21827.9732421875
4.56,2.2797818,1.8758346,25.611375805356932,0.0,21874.76015625
4.58,2.4896317,1.8530129,25.576328998013853,0.0,21921.5470703125
4.6,2.182605,1.8449712,25.50344343641537,0.0,21968.333984375
4.62,2.132602,1.8781136,25.623034029140523,0.0,21945.2689453125
4.64,2.0489159,1.7714999,25.52386603962422,0.0,21922.20390625
4.66,1.9512044,1.8477688,25.443531173771067,0.0,21899.1388671875
4.68,2.039817,1.7408336,25.443439982698713,0.0,21876.073828125
4.7,2.0223591,1.7747972,25.423143045609244,0.0,21853.0087890625
4.72,2.2781749,1.7534068,25.57183971768238,0.0,21829.94375
4.74,2.0982816,1.8379271,25.631579780087698,0.0,21806.8787109375
4.76,2.3986623,1.8162347,25.481462020417208,0.0,21783.813671875
4.78,2.3885598,1.6148059,25.58865107623873,0.0,21760.7486328125
4.8,2.3974261,1.6317647,25.391019093579,0.0,21737.68359375
4.82,2.4116406,1.9459391,25.507465062071518,0.0,21753.7111328125
4.84,2.6233296,2.0147185,25.35292710005649,0.0,21769.738671875
4.86,2.4656777,1.963295,25.38736136803786,0.0,21785.7662109375
4.88,2.5266898,1.8537892,25.248077648110826,0.0,21801.79375
4.9,2.274012,1.964327,25.60795061409923,0.0,21817.8212890625
4.92,2.1729693,1.8368783,25.59502006621016,0.0,21833.848828125
4.94,2.1448054,1.8738732,25.811236674014182,0.0,21849.8763671875
4.96,2.12471,1.9198233,25.82309587850039,0.0,21865.90390625
4.98,1.9770117,1.9743326,25.841157248645867,0.0,21881.9314453125
5.0,2.0553176,1.8235574,25.76211122088139,0.0,21897.958984375
5.02,2.1953516,1.8426878,25.71973828692926,0.0,21916.7208984375
5.04,2.1866229,1.7863644,25.660770054816368,0.0,21935.4828125
5.06,2.0914001,1.6952325,25.837511766633643,0.0,21954.2447265625
5.08,2.2795012,1.7909207,25.960061146869656,0.0,21973.006640625
5.1,2.157856,1.8209367,25.861292895113714,0.0,21991.7685546875
5.12,2.2636871,1.8294728,25.922985635926473,0.0,22010.53046875
5.14,2.3325875,1.8174984,26.072590146183284,0.0,22029.2923828125
5.16,2.1527586,1.8203782,26.050331598004817,0.0,22048.054296875
5.18,2.2100244,1.8414552,26.007118294618596,0.0,22066.8162109375
5.2,2.4343357,1.7759497,25.918831147833718,0.0,22085.578125
5.22,2.4865243,1.7979985,25.99970004215601,0.0,22060.2826171875
5.24,2.5158074,1.8346255,25.999095264851412,0.0,22034.987109375
5.26,2.3563402,1.8385047,25.725483346023704,0.0,22009.6916015625
5.28,2.2155147,1.8210846,25.732883263626455,0.0,21984.39609375
5.3,2.3017313,1.9255028,25.806982587477194,0.0,21959.1005859375
5.32,2.4816103,1.8281722,25.921938075787743,0.0,21933.805078125
5.34,2.4402266,1.8336766,25.776099903210778,0.0,21908.5095703125
5.36,2.2105503,1.8560469,25.76047863575832,0.0,21883.2140625
5.38,2.200641,1.727747,25.93257092271938,0.0,21857.9185546875
5.4,2.2282033,1.7896665,25.798985479243616,0.0,21832.623046875
5.42,2.2466493,1.9352554,25.681573261497668,0.0,21811.6755859375
5.44,2.3848822,1.8126732,25.58451170285865,0.0,21790.728125
5.46,2.0675275,1.9048809,25.540478254556636,0.0,21769.7806640625
5.48,2.4428694,1.8432449,25.458565201201615,0.0,21748.833203125
5.5,2.12881,1.8447349,25.667848293318265,0.0,21727.8857421875
5.52,1.9967306,1.9210516,25.653615712447156,0.0,21706.93828125
5.54,2.213756,1.8219061,25.595209561163333,0.0,21685.9908203125
5.56,2.3555508,1.9245483,25.389885618112295,0.0,21665.043359375
5.58,2.478352,1.8708396,25.55882391177983,0.0,21644.0958984375
5.6,2.5175169,1.8319349,25.683295624698893,0.0,21623.1484375
5.62,2.4364123,1.8321898,25.59918846590548,0.0,21613.0583984375
5.64,2.2873673,1.8177717,25.658816592610197,0.0,21602.968359375
5.66,2.4111826,1.854582,25.802401927831994,0.0,21592.8783203125
5.68,2.4324963,1.8950686,25.760902488373212,0.0,21582.78828125
5.7,2.3696485,1.6960745,25.712482022237225,0.0,21572.6982421875
5.72,2.5137734,1.7863566,25.68924334850039,0.0,21562.608203125
5.74,2.5874538,1.8550712,25.58190161732929,0.0,21552.5181640625
5.76,2.3757734,1.8260806,25.492348954246992,0.0,21542.428125
5.78,2.4968126,1.829964,25.431705607629578,0.0,21532.3380859375
5.8,2.5983045,1.7525284,25.37446897938836,0.0,21522.248046875
5.82,2.4195578,1.7568293,25.4526300772768,0.0,21532.8607421875
5.84,2.4045439,1.8109006,25.510708374652005,0.0,21543.4734375
5.86,2.513866,1.8576534,25.357423456723915,0.0,21554.0861328125
5.88,2.3696241,1.8481581,25.436424895565338,0.0,21564.698828125
5.9,2.4619737,1.8571362,25.40512349889319,0.0,21575.3115234375
5.92,2.5305057,1.8947732,25.35158014320634,0.0,21585.92421875
5.94,2.3804421,1.4060934,25.359427220889607,0.0,21596.5369140625
5.96,2.6589842,1.3809918,25.496856848056364,0.0,21607.149609375
5.98,2.5809755,1.8129964,25.511182594163103,0.0,21617.7623046875
6.0,2.5833619,1.831752,25.607290756509716,0.0,21628.375
6.02,2.6627634,1.7318989,25.5008214561817,0.0,21578.2048828125
6.04,2.544274,1.7993762,25.46570139398802,0.0,21528.034765625
6.06,2.6993828,1.7673655,25.528964955906247,0.0,21477.8646484375
6.08,2.933928,1.8104528,25.44008023165304,0.0,21427.69453125
6.1,2.9662623,1.8722918,25.65556747893218,0.0,21377.5244140625
6.12,2.6211796,1.8951381,25.58492052222876,0.0,21327.354296875
6.14,2.632156,1.8159615,25.49201043413659,0.0,21277.1841796875
6.16,2.8981862,1.7958992,25.580219018920168,0.0,21227.0140625
6.18,2.6884427,1.8009748,25.524129973686346,0.0,21176.8439453125
6.2,2.519617,1.8635938,25.652613312136523,0.0,21126.673828125
6.22,2.6144958,1.8484116,25.624454280992786,0.0,21165.9794921875
6.24,2.399365,1.7882806,25.612397680298542,0.0,21205.28515625
6.26,2.287342,1.7761503,25.73264308076918,0.0,21244.5908203125
6.28,2.3011,1.8240495,25.763137122773834,0.0,21283.896484375
6.3,2.33179,1.762539,25.86560370714998,0.0,21323.2021484375
6.32,2.310151,1.8187673,25.79674365283423,0.0,21362.5078125
6.34,2.3422117,1.7004448,25.64729442248077,0.0,21401.8134765625
6.36,2.1996632,1.859619,25.750830529605718,0.0,21441.119140625
6.38,2.1747074,1.8605615,25.6947079531853,0.0,21480.4248046875
6.4,2.1268704,1.776125,25.816444412865923,0.0,21519.73046875
6.42,2.385808,1.9384552,25.810659348554154,0.0,21491.8537109375
6.44,2.3198183,1.8997622,25.777486606197876,0.0,21463.976953125
6.46,2.3898735,1.8220586,25.718038153496096,0.0,21436.1001953125
6.48,2.4972084,1.8368661,25.623195048806625,0.0,21408.2234375
6.5,2.5886667,1.8220263,25.866393712337093,0.0,21380.3466796875
6.52,2.6527464,1.8635886,25.947566232670113,0.4,21352.469921875
6.54,2.3541684,1.723044,25.83126951346015,0.8,21324.5931640625
6.56,2.163828,1.8207033,25.859561800121107,1.2000000000000002,21296.71640625
6.58,2.2667665,1.6637781,25.78356746192462,1.6,21268.8396484375
6.6,2.093317,1.8068075,25.64698865616727,2.0,21240.962890625
6.62,2.4105558,1.8021263,25.80696554796857,1.6,21246.3380859375
6.64,2.3312912,1.8083035,25.754435915281015,1.2,21251.71328125
6.66,2.3678327,1.8307542,25.72239805151952,0.7999999999999998,21257.0884765625
6.68,2.2843413,1.7323095,25.746861038323047,0.3999999999999999,21262.463671875
6.7,2.1937358,1.8979881,25.71524770550723,0.0,21267.8388671875
6.72,2.3401759,1.8543029,25.66489985152494,0.0,21273.2140625
6.74,2.682837,1.7509055,25.70201133385432,0.0,21278.5892578125
6.76,2.4041572,1.8048582,25.757022838863605,0.0,21283.964453125
6.78,2.5724933,1.7878352,25.905173925495454,0.0,21289.3396484375
6.8,2.4905186,1.840749,25.83077891544676,0.0,21294.71484375
6.82,2.389679,1.848778,25.851668867963653,0.0,21309.7259765625
6.84,2.3416905,1.6654993,25.839833188387406,0.0,21324.737109375
6.86,2.2397563,1.7720491,25.872415185845913,0.0,21339.7482421875
6.88,2.262223,1.6719253,25.68303442444264,0.0,21354.759375
6.9,2.3081372,1.7852564,25.721027081893467,0.0,21369.7705078125
6.92,2.2087088,1.8406806,25.66402342777114,0.4,21384.781640625
6.94,2.3573022,1.6912527,25.732432626827602,0.8,21399.7927734375
6.96,2.2816424,1.7022221,25.659350977793075,1.2000000000000002,21414.80390625
6.98,2.4185486,1.6625739,25.486686151049817,1.6,21429.8150390625
7.0,2.4917789,1.8828516,25.60527846484939,2.0,21444.826171875
7.02,2.5635524,1.7563071,25.663566380097393,1.6,21423.541015625
7.04,2.3697467,1.7759387,25.715119943399248,1.2,21402.255859375
7.06,2.312892,1.880295,25.703678954780422,0.7999999999999998,21380.970703125
7.08,2.197707,1.6296241,25.48019847973424,0.3999999999999999,21359.685546875
7.1,2.3631392,1.7345676,25.50010771337829,0.0,21338.400390625
7.12,2.2108395,1.8931072,25.668579524589695,0.0,21317.115234375
7.14,2.3102517,1.753242,25.652449339650893,0.0,21295.830078125
7.16,2.1302567,1.7482233,25.515178693845876,0.0,21274.544921875
7.18,2.0718527,1.8251839,25.407354842061252,0.0,21253.259765625
7.2,2.1204927,1.8444587,25.45026687752516,0.0,21231.974609375
7.22,2.0744882,1.8558118,25.527561617066578,0.0,21222.264453125
7.24,1.9616629,1.8415732,25.476371602259135,0.0,21212.554296875
7.26,2.1489754,1.8189726,25.493090476777233,0.0,21202.844140625
7.28,2.26456,1.7844242,25.430678073100733,0.0,21193.133984375
7.3,2.4994884,1.844731,25.528788194407944,0.0,21183.423828125
7.32,2.3375413,1.790201,25.462742891495274,0.0,21173.713671875
7.34,2.2963207,1.8373357,25.419012337692415,0.0,21164.003515625
7.36,2.4172983,1.833496,25.483449744684897,0.0,21154.293359375
7.38,2.2493901,1.7769121,25.636594947019713,0.0,21144.583203125
7.4,1.9540324,1.837302,25.54804278443003,0.0,21134.873046875
7.42,1.9516215,1.8047704,25.45511772355255,0.0,21172.95625
7.44,2.0338812,1.8032707,25.584767982810284,0.0,21211.039453125
7.46,2.1813264,1.8199737,25.404080816796707,0.0,21249.12265625
7.48,2.2043357,1.7321653,25.332406281761624,0.0,21287.205859375
7.5,2.264483,1.8569632,25.362147175035684,0.0,21325.2890625
7.52,2.3290462,1.7138832,25.356640218398717,0.0,21363.372265625
7.54,2.3852966,1.699477,25.392221526625725,0.0,21401.45546875
7.56,2.21105,1.7193424,25.4672826560393,0.0,21439.538671875
7.58,2.3132188,1.6274617,25.441204236979967,0.0,21477.621875
7.6,2.411689,1.708876,25.34970469327221,0.0,21515.705078125
7.62,2.565003,1.84565,25.55259458687811,0.0,21513.6259765625
7.64,2.4439635,1.8381209,25.53967361352307,0.0,21511.546875
7.66,2.1711764,1.7861526,25.553061786068454,0.0,21509.4677734375
7.68,2.2344036,1.8153195,25.567375766041085,0.0,21507.388671875
7.7,2.3958738,1.7835178,25.469689079175375,0.0,21505.3095703125
7.72,2.372762,1.80771,25.70134251203524,0.0,21503.23046875
7.74,2.2695086,1.8132904,25.75542848000319,0.0,21501.1513671875
7.76,2.3029687,1.7461926,25.601119901370353,0.0,21499.072265625
7.78,2.0937057,1.8822794,25.65957931663791,0.0,21496.9931640625
7.8,2.4266107,1.8264222,25.54075364252858,0.0,21494.9140625
7.82,2.2960927,1.8263285,25.5098781035744,0.0,21537.010546875
7.84,2.266356,1.8494879,25.57475976181066,0.0,21579.10703125
7.86,2.2894504,1.8847842,25.5160999358472,0.0,21621.203515625
7.88,2.248408,1.8181682,25.52281794141424,0.0,21663.3
