Time_ns,RMSD_Backbone_A,RMSD_Core_HE_A,RMSD_BindingSite_A
25.64,1.3164722,1.1091261,1.00273
25.66,1.3488132,1.1767682,0.96749157
25.68,1.333794,1.1807564,1.0835724
25.7,1.4052911,1.2627578,1.1299082
25.72,1.254545,1.0743995,1.0914012
25.74,1.3363743,1.1081342,0.98741305
25.76,1.3847302,1.2012552,1.0654585
25.78,1.2885286,1.1481504,1.1346326
25.8,1.388268,1.2049116,1.1022933
25.82,1.3465626,1.2142987,1.078753
25.84,1.3605605,1.2166964,1.1996009
25.86,1.394431,1.2371995,1.2196693
25.88,1.4083786,1.1799179,1.2719328
25.9,1.3859736,1.2146382,1.2509013
25.92,1.3307585,1.1356062,1.22087
25.94,1.3535798,1.2028105,1.2341061
25.96,1.2966688,1.133231,1.0897477
25.98,1.4418788,1.2676253,1.2450867
26.0,1.4127852,1.2688394,1.310765
26.02,1.3729713,1.2015985,1.1302228
26.04,1.4350066,1.2794771,1.1653985
26.06,1.383215,1.209512,1.1489985
26.08,1.3215255,1.1491318,1.1395427
26.1,1.2551718,1.0568295,1.0874062
26.12,1.378741,1.1927108,1.0695924
26.14,1.2463701,1.0458198,0.97079265
26.16,1.3771921,1.150662,1.0004709
26.18,1.3325019,1.1035347,1.0331023
26.2,1.4091228,1.186517,1.1388273
26.22,1.3823484,1.2045008,0.8485934
26.24,1.306737,1.1606776,1.0099925
26.26,1.3652861,1.1843834,1.0773537
26.28,1.3696127,1.1913962,1.0931712
26.3,1.4161472,1.2737054,1.2070436
26.32,1.3925768,1.2672132,1.0807363
26.34,1.5280176,1.3841403,1.196808
26.36,1.4654739,1.3619137,1.1446439
26.38,1.4150097,1.2761638,1.1591027
26.4,1.3523619,1.1394249,1.0068803
26.42,1.3920928,1.176955,1.1295013
26.44,1.3494239,1.1701376,1.32059
26.46,1.3278853,1.1373239,0.9571128
26.48,1.3815084,1.150662,1.0656701
26.5,1.3151915,1.1389905,1.0810732
26.52,1.3626506,1.1931717,1.1596487
26.54,1.3241296,1.1317502,1.1037474
26.56,1.3979175,1.2261055,1.1083721
26.58,1.3034949,1.1304619,1.1164929
26.6,1.3773551,1.2395529,1.1205777
26.62,1.4443698,1.300978,1.139147
26.64,1.4486411,1.3479329,1.3635237
26.66,1.3837833,1.2485034,1.2036414
26.68,1.4401639,1.2725391,1.2678503
26.7,1.4514558,1.3567156,1.2657423
26.72,1.4794856,1.3812172,1.3423771
26.74,1.4669297,1.2615814,1.117145
26.76,1.4918357,1.2896435,1.111317
26.78,1.6717464,1.5074407,1.3486402
26.8,1.4834793,1.2532729,1.2377328
26.82,1.3772465,1.237555,1.3637589
26.84,1.353469,1.167974,1.1269425
26.86,1.4383948,1.2670181,1.172792
26.88,1.4435918,1.3059978,1.1300846
26.9,1.4397217,1.2269796,0.9441625
26.92,1.4293854,1.1758332,1.0440295
26.94,1.3348603,1.0809305,1.1468081
26.96,1.3505609,1.1140234,1.0104558
26.98,1.5140345,1.2854797,1.0167598
27.0,1.4290185,1.1976336,0.9803018
27.02,1.5316403,1.3522909,1.1718159
27.04,1.5550773,1.3940759,1.2761791
27.06,1.459303,1.2716532,1.0713093
27.08,1.4993467,1.3827293,1.3432164
27.1,1.4869835,1.3659452,1.2118177
27.12,1.5657319,1.4177961,1.2563372
27.14,1.4709828,1.3534083,1.097485
27.16,1.4539819,1.3184223,1.2046422
27.18,1.3744159,1.1982074,1.1196798
27.2,1.5276991,1.4058785,1.2078764
27.22,1.5100724,1.3943913,1.2720759
27.24,1.3169556,1.1468806,1.1994419
27.26,1.4375876,1.3115646,1.1825831
27.28,1.438629,1.2674302,1.3406775
27.3,1.3487022,1.1612222,1.1559044
27.32,1.3180923,1.1358967,1.1328354
27.34,1.3579712,1.2127581,1.1463091
27.36,1.385379,1.2397302,1.0352986
27.38,1.416068,1.3229604,1.0689031
27.4,1.4322116,1.3174,1.1431129
27.42,1.3588257,1.1888782,1.0247014
27.44,1.3746612,1.2060747,1.1162987
27.46,1.4907812,1.324954,1.1114419
27.48,1.3921735,1.2357987,0.99688554
27.5,1.4883177,1.2978464,1.0893418
27.52,1.3858384,1.2627361,1.2885041
27.54,1.4686388,1.3158756,1.1091696
27.56,1.5538728,1.397031,1.2350612
27.58,1.4944189,1.3660457,1.1427565
27.6,1.3549068,1.1816177,1.0589452
27.62,1.3946457,1.2536019,1.2931118
27.64,1.4327085,1.3037223,1.2771367
27.66,1.4321072,1.2920716,1.1606948
27.68,1.4999961,1.3168573,1.1809103
27.7,1.4581735,1.1915115,1.1944151
27.72,1.3933833,1.1310698,1.128334
27.74,1.4437215,1.3007032,1.2218497
27.76,1.332811,1.0599465,1.0279452
27.78,1.392765,1.1462332,1.1244164
27.8,1.2530817,1.0711961,1.0009819
27.82,1.3210437,1.1463292,1.042434
27.84,1.3147645,1.1449132,1.1655399
27.86,1.2473611,1.061139,1.0328337
27.88,1.3596796,1.1607959,1.127873
27.9,1.3296889,1.115454,1.2076683
27.92,1.3946726,1.1430385,1.0956904
27.94,1.4156184,1.2546324,1.100987
27.96,1.4166496,1.2247592,1.1350756
27.98,1.4609699,1.3238953,1.1688304
28.0,1.3380544,1.1073897,1.0631533
28.02,1.3281955,1.1567388,1.1136394
28.04,1.305877,1.1469525,1.150273
28.06,1.3941355,1.1702785,0.9843793
28.08,1.2459193,1.0607504,1.0679375
28.1,1.1869398,0.9951704,1.1493832
28.12,1.2581812,1.0735546,1.0974771
28.14,1.3555424,1.1972432,1.084532
28.16,1.3678892,1.2052766,1.2091391
28.18,1.3985603,1.2308277,1.2018465
28.2,1.359597,1.1962785,1.120887
28.22,1.4078734,1.1904727,1.4295827
28.24,1.3336816,1.0999413,1.0357424
28.26,1.2640009,1.0779505,1.099119
28.28,1.3382223,1.1652167,1.0980378
28.3,1.4346411,1.2278308,1.0535772
28.32,1.3720164,1.1480786,1.0811212
28.34,1.454162,1.2589855,1.0585521
28.36,1.4356588,1.2253203,1.0861058
28.38,1.493015,1.3361121,0.98865914
28.4,1.2575859,1.0596871,0.992248
28.42,1.3892926,1.1702081,1.0643594
28.44,1.4077936,1.1952897,1.1646097
28.46,1.3705146,1.1662544,1.1780069
28.48,1.3613034,1.1869109,1.1014435
28.5,1.37673,1.1424372,1.1571712
28.52,1.2739744,1.1132334,1.0127614
28.54,1.5822893,1.4163411,1.1269734
28.56,1.4231895,1.2727337,1.0474867
28.58,1.2580025,1.0850685,0.9784162
28.6,1.3638592,1.1790088,0.89924765
28.62,1.490731,1.3131987,1.0779892
28.64,1.5592854,1.3024353,1.0969714
28.66,1.3565917,1.1990331,1.066784
28.68,1.4030778,1.2423886,0.9412655
28.7,1.3346078,1.1724379,1.1051133
28.72,1.552185,1.3150606,1.0241766
28.74,1.5526193,1.3334757,1.1452876
28.76,1.443047,1.2719558,1.0184126
28.78,1.3961217,1.253207,1.0003321
28.8,1.3406544,1.1425575,0.9764027
28.82,1.3808849,1.2422559,1.1144254
28.84,1.3968724,1.2050257,0.84719265
28.86,1.4506557,1.2618213,1.0616599
28.88,1.3627605,1.1771653,1.101711
28.9,1.3978373,1.2210498,0.980063
28.92,1.4995716,1.3367705,1.1086537
28.94,1.370897,1.2052766,1.054375
28.96,1.2890226,1.1383145,1.3011923
28.98,1.3045,1.1541928,1.0912185
29.0,1.2437234,1.0601281,1.1397177
29.02,1.3044713,1.1284659,1.246576
29.04,1.2973617,1.1397145,1.2062173
29.06,1.3905048,1.2207344,1.0785038
29.08,1.3413525,1.1856129,1.1522384
29.1,1.327688,1.1650279,1.0947087
29.12,1.3744977,1.2093983,0.9977895
29.14,1.3419944,1.1790088,1.1176803
29.16,1.3525834,1.1806633,0.973379
29.18,1.4585588,1.2772405,1.1839752
29.2,1.4252927,1.3069026,1.220451
29.22,1.4144275,1.257434,1.2015868
29.24,1.334692,1.1753421,1.190904
29.26,1.3863788,1.1788689,1.0349803
29.28,1.4567604,1.3171078,1.2673235
29.3,1.4297521,1.3000689,1.1226878
29.32,1.5253443,1.3062924,0.9943777
29.34,1.4572232,1.2210722,0.9658234
29.36,1.417548,1.2436495,1.1679473
29.38,1.375478,1.2375773,1.04612
29.4,1.377763,1.1910731,1.1167647
29.42,1.3116277,1.1136532,1.2379289
29.44,1.3736258,1.1614352,1.0336056
29.46,1.4436697,1.1878601,1.1664395
29.48,1.3884299,1.2164025,1.2783782
29.5,1.3789855,1.2421895,1.1494435
29.52,1.4637865,1.3661264,1.1522083
29.54,1.3532753,1.2163122,1.1536973
29.56,1.3135962,1.1360177,1.1820698
29.58,1.4069688,1.2592695,1.1158948
29.6,1.3051887,1.1261246,1.2416492
29.62,1.3554043,1.2028334,1.2714694
29.64,1.3558186,1.1517606,1.0983695
29.66,1.4009678,1.1551214,1.1484022
29.68,1.3182913,1.07767,1.2940767
29.7,1.4174423,1.201095,1.3252889
29.72,1.4249775,1.1639891,1.0833564
29.74,1.3606708,1.0946043,1.1043833
29.76,1.3326424,1.0607245,1.0991664
29.78,1.3103712,1.0437145,1.1609561
29.8,1.4027308,1.2263072,1.1113639
29.82,1.3135391,1.117547,1.0952233
29.84,1.2977369,1.1093245,1.1253719
29.86,1.290387,1.0854231,1.034243
29.88,1.3790668,1.1551927,1.0988034
29.9,1.4672103,1.2856508,1.1294708
29.92,1.348952,1.2310286,1.0699327
29.94,1.4946443,1.3488709,1.1635967
29.96,1.5250251,1.3405085,1.1084893
29.98,1.4564264,1.2181417,0.98853636
30.0,1.4271569,1.1659007,1.2196125
30.02,1.4334662,1.2573247,1.0554845
30.04,1.4631981,1.2661498,1.0912026
30.06,1.4341713,1.199377,1.1461729
30.08,1.2677575,1.0454254,1.0942175
30.1,1.3236203,1.1317016,1.0702406
30.12,1.3714432,1.1655941,1.1463847
30.14,1.3879173,1.1165379,1.1015143
30.16,1.365533,1.024868,1.1909186
30.18,1.3009069,1.0530505,1.0265948
30.2,1.4323686,1.0296588,1.1163143
30.22,1.467542,1.1026125,1.0655074
30.24,1.3973548,1.0681632,1.2648447
30.26,1.3936251,1.0018612,1.2233459
30.28,1.5855991,1.2070317,1.1873388
30.3,1.5782613,1.2260157,1.2107298
30.32,1.5387137,1.1071413,1.0628514
30.34,1.72638,1.2799284,1.2340991
30.36,1.5100724,1.1839422,1.4500616
30.38,1.5031879,1.0973387,1.2229205
30.4,1.4360499,1.0805235,1.2287836
30.42,1.5756493,1.1327701,1.1305219
30.44,1.6801472,1.252439,1.1557919
30.46,1.5706983,1.1643196,1.1557994
30.48,1.7083484,1.307092,1.1708462
30.5,1.6220902,1.2440251,1.1345332
30.52,1.5921271,1.1229463,1.150175
30.54,1.6758627,1.1800112,1.0973823
30.56,1.615521,1.1017145,1.1620235
30.58,1.6854653,1.1997895,1.1632987
30.6,1.6497633,1.2237487,1.2770212
30.62,1.6750581,1.1871194,1.1388806
30.64,1.7351854,1.3323826,1.2073596
30.66,1.7287209,1.3288286,1.2089671
30.68,1.6450126,1.2258811,1.1006167
30.7,1.7271823,1.296702,1.2413208
30.72,1.6681588,1.187675,1.404109
30.74,1.7325938,1.2123274,1.2286284
30.76,1.5972693,1.1558353,1.2006269
30.78,1.647401,1.222175,1.1427337
30.8,1.627391,1.1709361,1.1565493
30.82,1.5954633,1.1739143,0.9536099
30.84,1.6321241,1.1731881,1.0608102
30.86,1.5636737,1.2138458,1.0194166
30.88,1.5104194,1.2244,1.3211415
30.9,1.4438512,1.1321388,1.1395351
30.92,1.4586358,1.1731178,1.1149621
30.94,1.5016426,1.300682,1.10607
30.96,1.5644159,1.3054714,1.248744
30.98,1.5580844,1.2874032,0.9740646
31.0,1.6133871,1.3592261,1.2248545
31.02,1.5907389,1.3584977,1.1090758
31.04,1.5628834,1.3484223,1.2045343
31.06,1.5855045,1.3992137,1.18739
31.08,1.5729854,1.383862,1.1258572
31.1,1.5384704,1.3145378,1.191719
31.12,1.5059505,1.3269446,1.0882907
31.14,1.5746032,1.3938588,1.327472
31.16,1.4590977,1.3155204,1.2805059
31.18,1.4072348,1.1876287,1.2585158
31.2,1.3986406,1.2029018,1.2674809
31.22,1.5063978,1.2490098,1.2460195
31.24,1.488846,1.2840246,1.3092892
31.26,1.4915346,1.2590073,1.1107473
31.28,1.4790808,1.2196304,1.3537539
31.3,1.3559015,1.1278567,1.2023513
31.32,1.512352,1.2090118,1.3727249
31.34,1.5404404,1.2459464,1.1098338
31.36,1.6237975,1.3539364,1.2287906
31.38,1.6712985,1.3526363,1.0664264
31.4,1.6821518,1.407696,1.1691048
31.42,1.6303796,1.3321143,1.1334475
31.44,1.6651256,1.3736324,1.1915809
31.46,1.7223845,1.3934643,1.1530358
31.48,1.5616131,1.293199,1.3057684
31.5,1.4764708,1.2157017,1.0192635
31.52,1.6183462,1.3475046,1.03891
31.54,1.6544774,1.4167875,1.2034037
31.56,1.4631213,1.2209822,0.95180804
31.58,1.525835,1.3152905,1.028569
31.6,1.4789288,1.2076466,1.1179053
31.62,1.6347831,1.364455,1.2832317
31.64,1.6143618,1.240196,1.2541546
31.66,1.5642724,1.2569966,1.1610458
31.68,1.4845389,1.1645558,1.2830694
31.7,1.4812057,1.1453453,1.4020762
31.72,1.4442661,1.1235337,1.2410485
31.74,1.3285338,1.0260745,1.1751773
31.76,1.267137,1.0214016,1.2023225
31.78,1.3002448,1.0210786,1.215946
31.8,1.3635571,1.0759848,1.3301276
31.82,1.3661635,1.0499914,1.238811
31.84,1.4629421,1.0924925,1.2262127
31.86,1.550423,1.1298294,1.3079907
31.88,1.7380315,1.360904,1.4329689
31.9,1.4799665,1.138556,1.5068262
31.92,1.5685035,1.1640127,1.2675971
31.94,1.5585167,1.2539747,1.335585
31.96,1.3496734,1.1091261,1.1692531
31.98,1.3276598,1.0688322,1.2151115
32.0,1.2761476,1.0372407,1.1036216
32.02,1.3255428,1.0716066,1.3029234
32.04,1.3646278,1.140028,1.1739521
32.06,1.3702686,1.1102163,1.3441521
32.08,1.3830255,1.1334493,1.3652585
32.1,1.3650668,1.1224566,1.4107926
32.12,1.3744706,1.1068184,1.4656129
32.14,1.46138,1.2063254,1.1751404
32.16,1.3764035,1.1290262,1.1691568
32.18,1.3757503,1.1353883,1.1254028
32.2,1.5326667,1.2592257,1.2578958
32.22,1.5330576,1.3339704,1.2330238
32.24,1.4340408,1.147312,1.3120013
32.26,1.4256606,1.1303403,1.0637647
32.28,1.4052378,1.1147143,1.098022
32.3,1.4877138,1.2208471,1.1461805
32.32,1.4868325,1.2410159,1.2644951
32.34,1.4912332,1.1664665,1.3543496
32.36,1.3857843,1.104257,1.0791949
32.38,1.4416711,1.0419745,1.3140153
32.4,1.5469413,1.169409,1.2772045
32.42,1.622275,1.319777,1.3161182
32.44,1.5205004,1.1915578,1.2964596
32.46,1.5604856,1.2161765,1.2128977
32.48,1.4894745,1.1780524,1.4241325
32.5,1.3931953,1.1246588,1.3095342
32.52,1.3371586,1.0659473,1.2402029
32.54,1.3194554,1.0384593,1.2286426
32.56,1.3575575,1.0688322,1.2856886
32.58,1.40625,1.1181618,1.3220204
32.6,1.4361281,1.1964852,1.2642413
32.62,1.4180496,1.192803,1.2594663
32.64,1.3727803,1.0808034,1.1240076
32.66,1.5264239,1.2805296,1.27196
32.68,1.4768512,1.2660847,1.180624
32.7,1.4350326,1.1389905,1.1974742
32.72,1.4041183,1.1595163,1.1846486
32.74,1.2572582,0.99007404,1.0385094
32.76,1.3071954,1.0711447,1.1849414
32.78,1.349618,1.1286608,1.1897095
32.8,1.3683271,1.061139,1.1345867
32.82,1.4088304,1.1773754,1.14221
32.84,1.3142233,1.0900234,1.1773738
32.86,1.3446703,1.0889635,1.0091164
32.88,1.4889214,1.2676038,1.169772
32.9,1.3456446,1.1009656,1.0661825
32.92,1.3562605,1.1091509,1.1679325
32.94,1.3656701,1.0998913,1.1062815
32.96,1.478853,1.1200044,1.1643789
32.98,1.459226,1.214412,1.1986539
33.0,1.5069447,1.1873509,0.95863336
33.02,1.542918,1.2307159,1.1109504
33.04,1.5153201,1.2290393,1.1700685
33.06,1.5439126,1.3066292,1.0661418
33.08,1.4862531,1.2371106,1.1911442
33.1,1.4694545,1.2559464,1.0316999
33.12,1.4079533,1.1718985,1.207575
33.14,1.4111409,1.1937476,0.97921336
33.16,1.4562206,1.2054819,0.9780972
33.18,1.4914844,1.2225125,0.99537104
33.2,1.4991969,1.2123953,1.1224948
33.22,1.5830464,1.2418796,1.1709721
33.24,1.4434881,1.1434234,1.1441137
33.26,1.3989351,1.1035347,1.1189363
33.28,1.5095019,1.2114198,1.1836236
33.3,1.4454582,1.1876519,1.1788898
33.32,1.5104443,1.2360213,1.0639032
33.34,1.5932086,1.3269446,1.1231126
33.36,1.5753403,1.2944739,1.0858104
33.38,1.45997,1.2078514,1.1793603
33.4,1.4557062,1.192388,1.212197
33.42,1.5168761,1.289942,1.1620386
33.44,1.5360589,1.2583739,1.1556945
33.46,1.443073,1.1840583,1.0427583
33.48,1.5206237,1.2329478,1.007457
33.5,1.4739325,1.1818271,1.1040301
33.52,1.4171517,1.1767682,1.1195405
33.54,1.4827722,1.2033134,1.1081295
33.56,1.4051845,1.1270275,0.98277503
33.58,1.4996964,1.2625183,1.0670035
33.6,1.5724854,1.2859502,1.0292178
33.62,1.6524619,1.4361001,1.1326977
33.64,1.7063525,1.4034319,1.0773537
33.66,1.5694344,1.3589227,1.0545231
33.68,1.5066713,1.2516046,1.2669883
33.7,1.570126,1.3811375,1.3807791
33.72,1.4974725,1.2637807,1.1387131
33.74,1.5522335,1.2726688,1.1495793
33.76,1.596777,1.2468507,1.0993083
33.78,1.6512153,1.2754958,1.143909
33.8,1.6784526,1.295047,1.1925772
33.82,1.7884676,1.4406301,1.2668926
33.84,1.7560995,1.4368465,1.0161115
33.86,1.6240973,1.2468729,1.2088953
33.88,1.6496043,1.36514,1.2310464
33.9,1.6769125,1.4094331,1.1292558
33.92,1.9618382,1.6798389,1.2400701
33.94,1.809987,1.5190321,1.2017599
33.96,1.7259027,1.4775432,1.0424422
33.98,1.7452555,1.5181451,1.1318171
34.0,1.6300119,1.3501136,1.0449426
34.02,1.6710968,1.4313828,1.167086
34.04,1.6065726,1.353632,1.1547338
34.06,1.6574849,1.3342383,1.1813655
34.08,1.5715563,1.2734895,1.1014591
34.1,1.5957683,1.2934327,1.201594
34.12,1.5219529,1.3064818,1.0166318
34.14,1.547014,1.3338674,1.0192465
34.16,1.547861,1.3270067,0.9942032
34.18,1.5056767,1.3044811,0.9469315
34.2,1.5072677,1.3209015,0.93774045
34.22,1.569673,1.3699247,1.1045012
34.24,1.4565806,1.2098984,1.0213963
34.26,1.4896255,1.2608404,1.1955396
34.28,1.5309311,1.2569311,1.1289717
34.3,1.6550432,1.3599945,1.12765
34.32,1.6143849,1.3326508,0.9811946
34.34,1.531249,1.2698574,1.0177824
34.36,1.5755067,1.2979735,0.95024
34.38,1.6017876,1.3347946,1.0874858
34.4,1.609088,1.3501339,1.1146511
34.42,1.5892787,1.3691015,1.1081921
34.44,1.5780951,1.2891744,0.93012834
34.46,1.6651481,1.4040781,1.0991743
34.48,1.477637,1.1813385,1.0005401
34.5,1.4749484,1.215023,1.0989612
34.52,1.375451,1.1099933,1.109279
34.54,1.4635307,1.2266659,1.2792121
34.56,1.4161208,1.2328587,1.2231545
34.58,1.4597648,1.2678422,1.2617495
34.6,1.3758863,1.1367435,1.2261631
34.62,1.4778143,1.2855439,1.1358086
34.64,1.4205034,1.1972432,1.3136919
34.66,1.3292663,1.1428221,1.0550739
34.68,1.3666294,1.1498494,1.0771847
34.7,1.4065163,1.1730709,1.2455044
34.72,1.3169272,1.0852711,1.1313114
34.74,1.3425244,1.1017894,1.1363887
34.76,1.3569779,1.1130605,1.2456297
34.78,1.4041715,1.1303403,1.1404552
34.8,1.4070486,1.0864865,1.1360223
34.82,1.4466752,1.0855498,1.2722803
34.84,1.5614451,1.159777,1.2339445
34.86,1.4752784,1.1350249,1.1893378
34.88,1.5045822,1.2310733,1.1309665
34.9,1.5291935,1.3266752,1.2484524
34.92,1.3973818,1.1615773,1.1627994
34.94,1.3590736,1.0490222,1.0672716
34.96,1.4371186,1.1685623,1.2472713
34.98,1.3236203,1.0300592,1.0122904
35.0,1.3450323,1.0648118,1.0257752
35.02,1.3188591,1.0595315,1.2902457
35.04,1.3219502,1.0231497,1.3158219
35.06,1.4249775,1.1029365,1.1823997
35.08,1.5465056,1.3170452,1.247021
35.1,1.4082191,1.1261246,1.2039727
35.12,1.3286465,1.0608281,1.1631645
35.14,1.562524,1.2622352,1.1070571
35.16,1.5170982,1.279735,0.95373714
35.18,1.5335704,1.3204019,1.0194166
35.2,1.537813,1.2491639,1.0381086
35.22,1.4215046,1.1751783,1.055041
35.24,1.3859195,1.1218195,1.0917825
35.26,1.4528482,1.242278,1.136526
35.28,1.4510946,1.2465641,1.2529789
35.3,1.4055575,1.1837564,1.186623
35.32,1.4474256,1.1583776,1.1034017
35.34,1.4836811,1.2038387,1.0812817
35.36,1.60818,1.3125913,0.98936033
35.38,1.5268655,1.2582428,1.1268501
35.4,1.5471834,1.2375773,1.1414888
35.42,1.3747429,1.0944034,1.0473956
35.44,1.5400758,1.3104532,1.1305295
35.46,1.462174,1.2442241,1.223608
35.48,1.4934163,1.2584614,1.1922064
35.5,1.5015929,1.3024564,1.1177037
35.52,1.5024902,1.2320555,1.0790262
35.54,1.5005201,1.2031534,1.017416
35.56,1.539322,1.2975711,1.1980245
35.58,1.4876382,1.2549171,1.0241174
35.6,1.5606296,1.3642131,1.2295524
35.62,1.6060364,1.3308548,1.199984
35.64,1.5456094,1.268341,1.245038
35.66,1.64831,1.3745128,1.0774342
35.68,1.5394193,1.2424992,1.1264116
35.7,1.609018,1.3537943,1.1289947
35.72,1.6096928,1.3141404,1.0978642
35.74,1.5723662,1.2878301,1.1472541
35.76,1.4100261,1.1685859,1.0919095
35.78,1.4244782,1.1763475,0.887769
35.8,1.410557,1.1108105,0.9720064
35.82,1.4224262,1.1342496,1.0331862
35.84,1.4886699,1.1951057,1.0587733
35.86,1.4258708,1.1470004,0.8759123
35.88,1.4406059,1.1530966,1.1996589
35.9,1.5113859,1.1425093,0.98561144
35.92,1.4764962,1.1661129,1.0728135
35.94,1.4391495,1.0767767,1.0710018
35.96,1.365999,1.0802945,1.0752271
35.98,1.419475,1.1381212,1.0853152
36.0,1.4504752,1.2239733,1.0309349
36.02,1.5699592,1.3240199,1.1174709
36.04,1.4528224,1.2361102,1.0845162
36.06,1.3510046,1.0851953,1.0885139
36.08,1.5749123,1.3469126,1.2023009
36.1,1.449313,1.2168771,0.99004364
36.12,1.4680014,1.2529219,1.1255338
36.14,1.4829996,1.2430745,1.1111376
36.16,1.5603657,1.3832659,1.2332628
36.18,1.550399,1.3269446,1.2287343
36.2,1.5870153,1.3576272,1.2891567
36.22,1.5755541,1.3499506,1.2801403
36.24,1.5266938,1.2733383,1.3482994
36.26,1.6519635,1.4571388,1.1998106
36.28,1.5524745,1.3598936,1.1320776
36.3,1.5328866,1.2900912,1.1672791
36.32,1.6023483,1.3264887,1.2720146
36.34,1.5053536,1.2788324,1.1946256
36.36,1.5554867,1.2843242,1.2095549
36.38,1.5581083,1.3379629,1.0208443
36.4,1.5948999,1.3719902,1.0861378
36.42,1.6588397,1.4212631,1.0625333
36.44,1.5779765,1.3148725,1.1996443
36.46,1.5834249,1.3453196,1.1267962
36.48,1.5537041,1.2575651,0.9799657
36.5,1.7217975,1.3460959,1.1290638
36.52,1.6287019,1.2772189,1.0369887
36.54,1.5661144,1.246123,1.0448513
36.56,1.6841985,1.3587203,0.9265702
36.58,1.6063862,1.2436936,1.1518245
36.6,1.5775256,1.2151362,1.0630635
36.62,1.6307698,1.289537,0.9555353
36.64,1.6460595,1.2628449,1.0853791
36.66,1.7662836,1.3987027,1.1153275
36.68,1.6436236,1.2330147,1.0687976
36.7,1.6751252,1.2929863,1.0323383
36.72,1.700263,1.2925822,1.1129074
36.74,1.7266402,1.3201728,1.0775468
36.76,1.5785933,1.2226698,1.0714955
36.78,1.6054301,1.2661933,1.1468761
36.8,1.6525073,1.3688204,1.2500625
36.82,1.6143384,1.29863,1.1402805
36.84,1.6871308,1.3069236,1.094582
36.86,1.6613886,1.2933264,1.0533714
36.88,1.7330692,1.3774898,1.1592149
36.9,1.5645835,1.2662582,1.1569315
36.92,1.7746589,1.406074,1.2624159
36.94,1.6939528,1.3525143,1.1504085
36.96,1.6064794,1.2470933,1.2087805
36.98,1.6035165,1.1951977,1.0965286
37.0,1.5545235,1.1400763,1.1341586
37.02,1.6382383,1.23404,1.0883784
37.04,1.7176385,1.3183596,1.0162821
37.06,1.7448907,1.3638705,1.161016
37.08,1.7303448,1.3317633,1.1580176
37.1,1.7045302,1.3276074,1.1039201
37.12,1.7209924,1.3051133,1.0924016
37.14,1.7275076,1.3788066,1.100979
37.16,1.6382383,1.2544351,1.1147288
37.18,1.694638,1.2664104,1.2410485
37.2,1.6476057,1.2813239,1.1471181
37.22,1.564775,1.1854042,1.2328972
37.24,1.615776,1.230783,1.3461373
37.26,1.6841763,1.305682,1.1306062
37.28,1.6817956,1.3191519,1.2265944
37.3,1.7911665,1.4314212,1.3285558
37.32,1.6832422,1.299942,1.1371589
37.34,1.6111577,1.2377994,0.9513069
37.36,1.7647778,1.4635775,1.1271425
37.38,1.5704598,1.2092392,1.1070807
37.4,1.6863983,1.3160429,1.1231356
37.42,1.5789254,1.2128261,1.1692013
37.44,1.6161003,1.2388207,1.2298627
37.46,1.6042168,1.1558114,1.1587212
37.48,1.5810347,1.1228728,1.1227264
37.5,1.6429855,1.2251632,1.1363962
37.52,1.6593589,1.2560997,1.004052
37.54,1.5444703,1.1374688,1.0893975
37.56,1.6353099,1.2349753,1.0076463
37.58,1.7133167,1.2658674,0.869714
37.6,1.6291847,1.1566199,0.94922674
37.62,1.6058967,1.1691974,0.98107094
37.64,1.6768903,1.2587671,0.96750057
37.66,1.6331102,1.2566029,1.0326825
37.68,1.6853764,1.2682109,1.036144
37.7,1.6952345,1.3211929,1.1182464
37.72,1.6341418,1.2412374,1.0864091
37.74,1.614756,1.2880224,1.0792432
37.76,1.6198497,1.2950684,1.0214981
37.78,1.6365917,1.2760991,1.1372428
37.8,1.6343249,1.2001103,1.1052623
37.82,1.7219061,1.3230643,1.003862
37.84,1.610716,1.2137779,1.0476439
37.86,1.706221,1.3220458,1.033765
37.88,1.691608,1.2877876,1.0519384
37.9,1.627368,1.2259709,1.0399776
37.92,1.4765215,1.0699633,1.0069405
37.94,1.6243048,1.2557493,1.0403777
37.96,1.5218544,1.1734225,0.94999367
37.98,1.7465423,1.3949432,1.1637384
38.0,1.5650142,1.2355318,1.0358846
38.02,1.7156535,1.3897897,1.1144876
38.04,1.5308332,1.190796,1.0063635
38.06,1.6201732,1.3124657,1.0999548
38.08,1.5576035,1.2592912,1.1574111
38.1,1.593749,1.3132614,0.99861467
38.12,1.4808012,1.1971743,0.86766803
38.14,1.5010191,1.2436936,1.1436286
38.16,1.4337796,1.131993,0.9257745
38.18,1.554138,1.300111,1.0396273
38.2,1.5257615,1.2810879,0.96643364
38.22,1.5243865,1.2297325,0.95997995
38.24,1.6128765,1.3516197,1.061717
38.26,1.6279662,1.3232512,1.0147197
38.28,1.6343938,1.3003649,1.1137173
38.3,1.6540021,1.315437,1.077579
38.32,1.7311019,1.4474273,1.1117227
38.34,1.6871752,1.3697841,1.1106538
38.36,1.6155906,1.3325269,1.2590669
38.38,1.6677772,1.328808,1.1127437
38.4,1.6598327,1.3535912,1.1890826
38.42,1.5755541,1.2704635,1.0425338
38.44,1.6140138,1.3194646,1.130775
38.46,1.6157296,1.3618329,1.0974534
38.48,1.720122,1.4290953,1.0419681
38.5,1.6975962,1.379843,1.2398534
