Time_ns,RMSD_Backbone_A,RMSD_Core_HE_A,RMSD_BindingSite_A
12.76,1.657417,1.563573,1.5647621
12.78,1.529267,1.4103693,1.4178665
12.8,1.6195953,1.4641596,1.4253981
12.82,1.4136065,1.2720206,1.3147079
12.84,1.4864042,1.3354124,1.3719416
12.86,1.4552946,1.3712888,1.2019764
12.88,1.4828732,1.3604392,1.3078318
12.9,1.3451715,1.2482612,1.2100422
12.92,1.4586358,1.3638301,1.4424784
12.94,1.4755576,1.3433154,1.384247
12.96,1.4556549,1.3639712,1.4792204
12.98,1.4881164,1.4058393,1.3702533
13.0,1.4778903,1.3895522,1.3617358
13.02,1.448124,1.384597,1.3854115
13.04,1.5506647,1.4653422,1.4176342
13.06,1.4037715,1.3357006,1.256827
13.08,1.5896792,1.5004207,1.4105529
13.1,1.6026288,1.5298352,1.3428292
13.12,1.511609,1.4564406,1.3618249
13.14,1.5847486,1.5316851,1.3977783
13.16,1.5379591,1.4702498,1.4364314
13.18,1.6317798,1.5454803,1.5248141
13.2,1.588501,1.4580442,1.5168731
13.22,1.5254915,1.4655674,1.4782178
13.24,1.5597416,1.4150205,1.318218
13.26,1.4839587,1.3571817,1.5764205
13.28,1.551968,1.4277481,1.5339125
13.3,1.6341646,1.5509851,1.6550566
13.32,1.7558649,1.6400887,1.5076718
13.34,1.628771,1.5063095,1.5135258
13.36,1.5033374,1.3773502,1.4303467
13.38,1.5760531,1.46658,1.428885
13.4,1.583212,1.4686031,1.3113205
13.42,1.4492096,1.3548906,1.4308132
13.44,1.4836559,1.3584977,1.3012189
13.46,1.4310348,1.346484,1.3045727
13.48,1.3593767,1.2219275,1.1602092
13.5,1.3442247,1.2054819,1.2422425
13.52,1.3747702,1.280916,1.2945725
13.54,1.4259232,1.3594891,1.5845721
13.56,1.5365951,1.3955737,1.3624296
13.58,1.4588153,1.38416,1.4599764
13.6,1.3821046,1.2682759,1.1915736
13.62,1.4647328,1.3885032,1.3056488
13.64,1.590268,1.4890907,1.3034158
13.66,1.6842875,1.5435755,1.3528891
13.68,1.7943413,1.6993008,1.5115999
13.7,1.70231,1.6330497,1.4446825
13.72,1.7685504,1.6854596,1.4737595
13.74,1.6673956,1.5780475,1.3958354
13.76,1.8985767,1.8336186,1.4927039
13.78,1.5580844,1.4658675,1.3474439
13.8,1.6407049,1.5846024,1.4882481
13.82,1.5316159,1.4417748,1.4513105
13.84,1.6838429,1.5989381,1.3224075
13.86,1.648628,1.5432727,1.4140766
13.88,1.5543547,1.4665613,1.2394687
13.9,1.7252083,1.6181666,1.4460801
13.92,1.6975521,1.5987319,1.4916521
13.94,1.8522351,1.7686378,1.5364653
13.96,1.8402486,1.729927,1.4011854
13.98,1.6968019,1.6145777,1.3592249
14.0,1.7170935,1.6521807,1.5789319
14.02,1.8029184,1.7108779,1.4764807
14.04,1.7930262,1.7226646,1.4779949
14.06,1.8803644,1.7842073,1.4030589
14.08,1.5936081,1.4996326,1.2855334
14.1,1.8353179,1.7507012,1.34615
14.12,1.7380099,1.6587739,1.3228793
14.14,1.7648627,1.687041,1.2793884
14.16,1.7638652,1.713752,1.5450071
14.18,1.6734254,1.5676472,1.3429259
14.2,1.6498086,1.5865443,1.3515042
14.22,1.4784982,1.3433359,1.1807929
14.24,1.488871,1.3470964,1.0996947
14.26,1.6778502,1.561708,1.4125429
14.28,1.4818122,1.3534695,1.1295013
14.3,1.5104443,1.3869381,1.1982994
14.32,1.4083786,1.301506,1.098401
14.34,1.3974085,1.273835,1.180815
14.36,1.3882141,1.2370884,1.1662165
14.38,1.4180232,1.2537335,1.03133
14.4,1.5365219,1.4183586,1.3497133
14.42,1.4570689,1.3642131,1.1503257
14.44,1.6024185,1.4875019,1.2066988
14.46,1.5148506,1.383087,1.2307928
14.48,1.4470376,1.3272967,1.1100135
14.5,1.452049,1.3567967,1.0980299
14.52,1.3019428,1.1809195,1.060941
14.54,1.2985733,1.184244,1.0986693
14.56,1.4263171,1.3320316,1.1525769
14.58,1.4128381,1.3179843,1.1950392
14.6,1.396792,1.2714369,1.1588932
14.62,1.4913588,1.4088674,1.1546737
14.64,1.5867558,1.498202,1.2298486
14.66,1.6408646,1.4926865,0.98571706
14.68,1.602769,1.4591752,1.1101696
14.7,1.5476916,1.392971,1.1914208
14.72,1.4820397,1.3833852,1.0267129
14.74,1.448124,1.3298213,1.0832123
14.76,1.6587495,1.5096095,1.1264116
14.78,1.53993,1.406035,1.1072137
14.8,1.7058916,1.5917344,1.2500832
14.82,1.7001749,1.5892107,1.1854753
14.84,1.6865313,1.5102832,1.1056387
14.86,1.5472801,1.421824,1.1189053
14.88,1.6196645,1.4171174,1.090694
14.9,1.6301498,1.4595331,1.152133
14.92,1.5109398,1.3550327,1.0731609
14.94,1.3983462,1.2820531,1.0880437
14.96,1.4526678,1.3553166,1.1120267
14.98,1.4394617,1.368298,1.2393848
15.0,1.4971225,1.4096477,1.219257
15.02,1.499172,1.4294224,1.3346174
15.04,1.456092,1.3540787,1.1068379
15.06,1.5097747,1.4434328,1.1417621
15.08,1.3443918,1.282482,1.1820037
15.1,1.5278215,1.47812,1.1761655
15.12,1.3762674,1.2537775,1.0485868
15.14,1.4787009,1.387275,1.0974929
15.16,1.4696838,1.3556411,1.0826118
15.18,1.4195805,1.3054293,0.9134811
15.2,1.4548571,1.2922843,0.95810866
15.22,1.5839922,1.4832077,1.0649376
15.24,1.4678992,1.3639107,1.0429827
15.26,1.5383487,1.4233507,1.0086955
15.28,1.5596697,1.4852268,1.2476673
15.3,1.4172573,1.320256,1.1520653
15.32,1.4364148,1.380142,1.158332
15.34,1.4732211,1.3681374,1.1285723
15.36,1.6242127,1.5869255,1.2119609
15.38,1.5668795,1.4946009,1.2330449
15.4,1.6638209,1.5537304,1.2837517
15.42,1.5625,1.473276,1.1126347
15.44,1.5227646,1.4324389,1.0487275
15.46,1.4936919,1.3830671,1.0852513
15.48,1.4127852,1.3336407,0.9484501
15.5,1.4499587,1.3673936,1.0778767
15.52,1.6245816,1.4309602,1.2105079
15.54,1.5045822,1.3681172,1.1629335
15.56,1.5699115,1.4643663,1.0837164
15.58,1.5577719,1.4302683,1.1515158
15.6,1.4036915,1.3300282,1.1733315
15.62,1.4713135,1.3880081,1.1902268
15.64,1.4414632,1.34728,1.0661337
15.66,1.557267,1.4613216,1.29126
15.68,1.591139,1.4967148,1.0785199
15.7,1.4436955,1.3125913,1.018106
15.72,1.5528845,1.4543815,1.1235602
15.74,1.4771047,1.3319905,1.0864809
15.76,1.5091546,1.3991351,1.1606051
15.78,1.6010393,1.4265344,1.0823716
15.8,1.5599817,1.4091991,1.168771
15.82,1.4626093,1.3292217,1.0488349
15.84,1.5537764,1.4051352,1.0130866
15.86,1.5141088,1.3872156,0.9982673
15.88,1.4736277,1.3395852,1.0384092
15.9,1.4150362,1.2948985,0.9389508
15.92,1.4123081,1.3059137,0.9942817
15.94,1.4375093,1.2610365,0.9510061
15.96,1.3763762,1.2598587,0.97198856
15.98,1.4058771,1.2393976,1.0450754
16.0,1.3986943,1.3232512,1.0745577
16.02,1.4071285,1.2937515,1.0308592
16.04,1.4315319,1.2866555,0.9283743
16.06,1.4656272,1.2900059,1.094574
16.08,1.5777154,1.4126871,1.2068712
16.1,1.5570745,1.3935432,1.2078191
16.12,1.5449066,1.4043131,1.1653018
16.14,1.4729414,1.3300282,1.2282403
16.16,1.3953705,1.2506816,1.1442728
16.18,1.510345,1.3260947,1.0556324
16.2,1.4316366,1.3188392,1.1124866
16.22,1.4567349,1.3152696,1.2130477
16.24,1.4162793,1.2430524,1.1333864
16.26,1.4690977,1.329263,1.1237993
16.28,1.3704326,1.2572592,1.076025
16.3,1.4295686,1.2966384,1.141747
16.32,1.4140038,1.249472,1.0790503
16.34,1.3522234,1.1739143,1.0505776
16.36,1.2971597,1.1517606,1.1093806
16.38,1.4056109,1.2290169,1.0972874
16.4,1.375233,1.1227748,1.0311283
16.42,1.4034246,1.1711944,1.0080162
16.44,1.4994467,1.3234175,1.0440876
16.46,1.4916852,1.3037012,1.0578147
16.48,1.4662658,1.320381,1.1449165
16.5,1.3934909,1.2402624,0.99614596
16.52,1.3065077,1.1720393,1.056634
16.54,1.2648301,1.1061227,0.88789594
16.56,1.3677797,1.1413295,1.0092196
16.58,1.457814,1.262649,1.2259511
16.6,1.6284721,1.4217466,1.1677469
16.62,1.4248724,1.2464979,1.0755738
16.64,1.7237753,1.5810937,1.3796296
16.66,1.5979959,1.3925564,1.265208
16.68,1.573628,1.4498565,1.3828872
16.7,1.6022784,1.4612463,1.3798119
16.72,1.5964721,1.4184166,1.2841367
16.74,1.4874115,1.3285596,1.2447246
16.76,1.3570883,1.2246021,1.1626874
16.78,1.4357891,1.2957051,1.1205777
16.8,1.4780425,1.3375312,1.4640446
16.82,1.5300014,1.390205,1.1519976
16.84,1.4862027,1.3332696,1.080648
16.86,1.4629164,1.3156667,1.250541
16.88,1.4278914,1.2420788,1.0481982
16.9,1.4252665,1.2912415,1.2511231
16.92,1.4514558,1.2764223,1.1249559
16.94,1.6034697,1.4168264,1.2580956
16.96,1.6383069,1.4986608,1.2906958
16.98,1.4616873,1.2843884,1.133195
17.0,1.4569662,1.3118579,1.1687636
17.02,1.3999785,1.2817528,1.2278237
17.04,1.4649882,1.3112711,1.1676059
17.06,1.4365973,1.2461671,1.2402798
17.08,1.3232809,1.1289043,1.103441
17.1,1.3898854,1.1958876,0.99537975
17.12,1.4076871,1.2398411,1.0271436
17.14,1.4100791,1.1855202,1.1106225
17.16,1.2974193,1.0676224,0.9785845
17.18,1.3764578,1.162571,1.099947
17.2,1.421294,1.2227597,1.1392536
17.22,1.4410995,1.1518322,1.0560101
17.24,1.2965822,1.067674,1.1349229
17.26,1.3601754,1.1279298,1.1301997
17.28,1.4305899,1.1962554,1.1303761
17.3,1.4880408,1.2960658,1.2152185
17.32,1.4744658,1.2706366,1.2871577
17.34,1.3909626,1.2158147,1.003482
17.36,1.4304066,1.276056,1.1514406
17.38,1.4836559,1.2805511,1.1575683
17.4,1.4101322,1.1823155,0.9380547
17.42,1.4265795,1.2681892,1.0461035
17.44,1.4893489,1.2735975,1.2307435
17.46,1.4264221,1.2532948,1.0967659
17.48,1.4652183,1.2343296,1.1406074
17.5,1.3816168,1.2097846,1.0568554
17.52,1.5284832,1.3256593,1.0389684
17.54,1.3868378,1.1910961,0.9502857
17.56,1.3616885,1.1387733,0.91148585
17.58,1.4197915,1.261102,0.95373714
17.6,1.5239935,1.382053,1.0880597
17.62,1.4402938,1.2577839,0.9649343
17.64,1.5640091,1.4022952,1.0562236
17.66,1.4575828,1.3048604,1.0235839
17.68,1.6058033,1.4884442,0.980178
17.7,1.4301449,1.2604915,1.1396112
17.72,1.3985603,1.1950366,0.9791957
17.74,1.346062,1.2083294,0.9895006
17.76,1.3765938,1.1846386,1.0795565
17.78,1.3962021,1.2259035,1.0567323
17.8,1.3893464,1.1818969,0.9414866
17.82,1.4301187,1.2491859,1.1004907
17.84,1.3494239,1.1513785,1.0835884
17.86,1.4371186,1.2863563,1.1045326
17.88,1.5476431,1.3655024,1.0591253
17.9,1.5321535,1.3811575,1.1545612
17.92,1.5321046,1.3938195,1.116819
17.94,1.5364244,1.4198503,1.0760815
17.96,1.5344248,1.38062,1.0806801
17.98,1.3722348,1.2509013,1.0544984
18.0,1.373871,1.1882536,1.0866485
18.02,1.2736804,1.0522931,1.0346369
18.04,1.4307992,1.1655233,1.035039
18.06,1.4635563,1.275388,1.09919
18.08,1.4434881,1.2779076,1.1121438
18.1,1.388322,1.2718477,1.0671253
18.12,1.3721528,1.2042041,1.0751143
18.14,1.3656974,1.2224,0.900192
18.16,1.5116832,1.3802415,0.9760386
18.18,1.4778143,1.2673435,0.9864907
18.2,1.4943185,1.2894943,0.92702854
18.22,1.52419,1.3205059,0.9299046
18.24,1.5173943,1.2916033,0.9356394
18.26,1.5551013,1.3510094,0.9760653
18.28,1.5519197,1.3946081,1.0677426
18.3,1.5669034,1.4337624,1.0410691
18.32,1.5842522,1.457535,1.0434813
18.34,1.44494,1.2624965,0.94984764
18.36,1.4229527,1.249626,0.9551633
18.38,1.4005134,1.1984597,0.82361394
18.4,1.5954633,1.4057611,1.0197823
18.42,1.4926137,1.3296974,0.9955365
18.44,1.4397738,1.2447764,0.9705872
18.46,1.4215838,1.2728201,0.8383249
18.48,1.5561365,1.3748128,1.0723367
18.5,1.538738,1.3664684,1.1203842
18.52,1.4811046,1.2878942,0.9641523
18.54,1.4774089,1.2885345,0.9439788
18.56,1.4972975,1.264607,1.0543586
18.58,1.6079472,1.4135041,1.0695194
18.6,1.4562206,1.2825464,0.99339193
18.62,1.4924381,1.3129056,0.91262645
18.64,1.4716444,1.2899846,0.80005556
18.66,1.5147763,1.2905812,0.9102103
18.68,1.4967972,1.3600552,1.0661174
18.7,1.4620204,1.2784452,0.9495738
18.72,1.5397841,1.3244143,1.0439299
18.74,1.4535697,1.258483,1.0526304
18.76,1.4380043,1.2162217,0.93635255
18.78,1.50057,1.3195062,0.98973715
18.8,1.5230105,1.3502154,0.9513525
18.82,1.5511956,1.3701254,0.9636127
18.84,1.6192253,1.4045479,0.9442543
18.86,1.4376135,1.2050028,0.8944723
18.88,1.417548,1.2241529,0.89369655
18.9,1.4802195,1.307786,0.90512884
18.92,1.4564006,1.2289051,0.8642641
18.94,1.4226632,1.191996,0.94770944
18.96,1.3518081,1.1723676,0.9834275
18.98,1.3863246,1.1882304,0.99880564
19.0,1.3298297,1.0911074,0.91497946
19.02,1.4405279,1.2781012,0.85686946
19.04,1.5124509,1.3245182,1.0014583
19.06,1.5192194,1.3287045,0.95206314
19.08,1.6958749,1.5427738,1.0048547
19.1,1.7242314,1.5627991,1.0393105
19.12,1.5865905,1.4137764,0.9636036
19.14,1.4569147,1.2938366,0.8623259
19.16,1.5139852,1.3426602,1.1102556
19.18,1.5924094,1.415448,1.0036461
19.2,1.4841101,1.3054714,1.0542847
19.22,1.7044864,1.5208049,1.057659
19.24,1.6419826,1.424181,1.0866963
19.26,1.5426266,1.3738325,1.0169729
19.28,1.4906555,1.2686228,1.010696
19.3,1.4988222,1.3029629,0.99819785
19.32,1.4792073,1.3107048,0.99390674
19.34,1.4470117,1.254698,0.9631537
19.36,1.4880912,1.3225656,1.0277596
19.38,1.5118814,1.3254726,0.94299555
19.4,1.3909088,1.1431108,0.9940463
19.42,1.4663935,1.1960945,1.1182154
19.44,1.4215574,1.2191343,1.0225161
19.46,1.4170724,1.2297996,1.1258341
19.48,1.4146657,1.1251965,0.9769353
19.5,1.3590461,1.076087,1.0491986
19.52,1.4179969,1.1654526,0.83039665
19.54,1.6163784,1.3744128,0.9271314
19.56,1.4323164,1.2278532,0.9587509
19.58,1.4223211,1.2119871,0.91373736
19.6,1.4610724,1.2736406,0.90634453
19.62,1.4688938,1.3044391,1.186601
19.64,1.4347718,1.2616687,1.074848
19.66,1.4807,1.3059556,1.1264654
19.68,1.5183812,1.3207973,1.1230739
19.7,1.580632,1.3841004,0.9429496
19.72,1.4412556,1.2490538,1.0068285
19.74,1.5233053,1.3428445,1.0836364
19.76,1.4570175,1.2415917,0.93765724
19.78,1.4339625,1.2505279,0.93320847
19.8,1.4684604,1.2374218,0.89701784
19.82,1.4629934,1.2614288,0.97441167
19.84,1.5605576,1.2990533,0.9366951
19.86,1.4695818,1.2197882,0.981654
19.88,1.5259825,1.3271933,0.8583858
19.9,1.520993,1.303659,0.94057447
19.92,1.539614,1.2802291,0.96695375
19.94,1.5675484,1.3170869,1.0095117
19.96,1.6049869,1.3345681,0.97285336
19.98,1.6504214,1.3886616,1.046932
20.0,1.4396958,1.2451297,0.92267895
20.02,1.5394193,1.3602775,0.92180467
20.04,1.5551735,1.3301934,1.0068889
20.06,1.5314202,1.3320524,0.9240216
20.08,1.4761411,1.246123,0.9244812
20.1,1.5345712,1.3286011,0.92893445
20.12,1.5383973,1.341554,0.97901857
20.14,1.6192021,1.4364064,0.9664606
20.16,1.6074347,1.3864623,1.1285262
20.18,1.6526206,1.4525845,1.0942731
20.2,1.5314447,1.3647974,0.9940288
20.22,1.5636499,1.3423941,0.88427573
20.24,1.587086,1.3961844,0.94235176
20.26,1.5237231,1.3251407,1.0036116
20.28,1.5781901,1.3547689,0.9471054
20.3,1.566999,1.407989,1.0792993
20.32,1.3933564,1.1859376,0.9692464
20.34,1.451791,1.2518901,1.0684974
20.36,1.3542987,1.1493231,0.9614238
20.38,1.4945441,1.2869973,0.94649196
20.4,1.5596216,1.3869579,1.2040735
20.42,1.3934639,1.1873971,0.98228085
20.44,1.4941431,1.3722707,0.9739311
20.46,1.5570265,1.3956921,0.96870065
20.48,1.4512752,1.3400776,0.8794683
20.5,1.5479093,1.3732721,0.9025774
20.52,1.5466751,1.3538553,0.94115496
20.54,1.5781188,1.3449925,1.0155396
20.56,1.4714408,1.2655634,1.0050013
20.58,1.496347,1.3387846,1.0039053
20.6,1.5922446,1.388721,1.0110563
20.62,1.3775456,1.2011865,0.94097996
20.64,1.4113532,1.2270917,0.99162745
20.66,1.571318,1.3779091,1.1290715
20.68,1.5425782,1.3623577,1.0397024
20.7,1.442502,1.2467625,1.0653201
20.72,1.490128,1.3276074,0.9323719
20.74,1.5444946,1.3668706,0.9984063
20.76,1.6433729,1.4619987,1.0212605
20.78,1.6074814,1.4264572,1.0315065
20.8,1.4524615,1.2701604,1.0025312
20.82,1.4249513,1.2408608,0.9132533
20.84,1.5595735,1.3256593,1.0227365
20.86,1.6153587,1.4031184,0.922538
20.88,1.5045075,1.3418819,0.96845895
20.9,1.5129955,1.317734,1.0294285
20.92,1.6391065,1.4250109,1.0971926
20.94,1.6763096,1.4840602,1.0664834
20.96,1.6240513,1.3950025,1.0405943
20.98,1.5122776,1.276896,0.9900962
21.0,1.4878143,1.3571209,1.0363951
21.02,1.6068989,1.4260523,1.0409775
21.04,1.598488,1.4304798,1.024422
21.06,1.5982537,1.3862242,0.9460796
21.08,1.6051036,1.4434328,0.9468949
21.1,1.4698112,1.2894303,1.0442953
21.12,1.5867085,1.3534695,1.0200713
21.14,1.5183566,1.3470556,0.9208637
21.16,1.4596366,1.3351859,1.0406443
21.18,1.5613014,1.4006473,0.9838242
21.2,1.6479237,1.4698944,1.0404443
21.22,1.5378861,1.3722508,0.99913543
21.24,1.4617643,1.2697059,0.93681544
21.26,1.4995466,1.3007032,1.0107046
21.28,1.379637,1.1776556,1.1192306
21.3,1.4023036,1.189641,1.0660198
21.32,1.4496489,1.2272708,0.9505229
21.34,1.4873612,1.3060188,1.0237787
21.36,1.5983007,1.4454885,1.0795484
21.38,1.6209126,1.4033732,1.0404943
21.4,1.5574112,1.4281139,0.9619737
21.42,1.5178385,1.3538553,1.0425338
21.44,1.5525228,1.3842196,1.0194932
21.46,1.5978318,1.4107785,0.9312368
21.48,1.5446157,1.3448699,0.9683604
21.5,1.5589972,1.3712888,0.98851
21.52,1.5692912,1.3299041,1.1261729
21.54,1.6176984,1.3827293,0.8544985
21.56,1.5348883,1.3449925,0.91914856
21.58,1.6042635,1.4187461,1.0575935
21.6,1.486379,1.2865914,0.8725505
21.62,1.5531015,1.3530428,0.94859636
21.64,1.46243,1.2390648,0.93508327
21.66,1.4835801,1.2787464,1.0729833
21.68,1.388322,1.1917423,0.75669414
21.7,1.4884937,1.2763145,0.9337565
21.72,1.4342235,1.239575,0.7771889
21.74,1.4137125,1.2688178,1.0848918
21.76,1.3401794,1.1728834,1.0591171
21.78,1.4574544,1.2194726,1.1309282
21.8,1.4811804,1.2593784,0.94649196
21.82,1.336122,1.1733053,0.9626945
21.84,1.316529,1.1702316,1.0385094
21.86,1.3114566,1.102438,0.8241401
21.88,1.2754433,1.1252942,0.9085515
21.9,1.2219154,1.0397029,0.94639117
21.92,1.2578834,1.0043827,1.2221334
21.94,1.3553214,1.1131098,0.97079265
21.96,1.3429427,1.1244632,0.88783735
21.98,1.3705966,1.183315,1.1594168
22.0,1.4857492,1.2828892,1.1815416
22.02,1.4270519,1.16868,1.2089025
22.04,1.3500065,1.1631148,1.1742548
22.06,1.3817252,1.2121005,1.0079043
22.08,1.4440846,1.210012,0.9094194
22.1,1.2336267,1.0520318,0.81963587
22.12,1.2475111,1.0508027,0.8680976
22.14,1.3967384,1.1843137,1.0797652
22.16,1.3244123,1.1207896,1.0121619
22.18,1.372944,1.116464,0.9270379
22.2,1.2993517,1.0807271,1.1504538
22.22,1.3955314,1.0799891,1.1017582
22.24,1.2853572,1.0253776,0.9653295
22.26,1.3638318,1.0617607,0.9092288
22.28,1.3277161,1.0473697,0.93551886
22.3,1.1958971,1.022666,0.8848834
22.32,1.2464001,1.0791742,0.91558564
22.34,1.209193,1.0432138,0.9879135
22.36,1.3986673,1.2187283,0.83478045
22.38,1.3515865,1.1522617,0.8638025
22.4,1.3116848,1.0735803,1.0807122
22.42,1.4311395,1.2182996,0.8915014
22.44,1.3296325,1.1676915,0.9337843
22.46,1.4176799,1.1943923,0.94282085
22.48,1.458533,1.2395529,1.0260963
22.5,1.5058758,1.2713504,0.9870618
22.52,1.4754306,1.2751724,1.0404693
22.54,1.5126985,1.3309168,1.1146588
22.56,1.5643681,1.3468719,1.04795
22.58,1.5175917,1.3133242,1.1476244
22.6,1.5367657,1.3265922,1.0386512
22.62,1.6573267,1.4556854,1.0904077
22.64,1.5135151,1.3343002,1.0138308
22.66,1.6336606,1.4486423,1.1605154
22.68,1.4367276,1.2219275,1.0084203
22.7,1.4678228,1.3083534,1.1134058
22.72,1.4057972,1.233416,1.1432873
22.74,1.5960264,1.3864821,1.0223042
22.76,1.45375,1.2396637,1.0540379
22.78,1.4925635,1.2796061,1.1315796
22.8,1.436441,1.2521098,0.9637296
22.82,1.4468824,1.2391092,1.1420962
22.84,1.5027394,1.338723,1.052968
22.86,1.5737469,1.399194,1.0491077
22.88,1.4330744,1.2456154,1.0482893
22.9,1.4549087,1.2356207,0.99352276
22.92,1.4062233,1.1957036,0.9338678
22.94,1.4243731,1.2858647,1.1552742
22.96,1.449313,1.2781657,0.94825816
22.98,1.4283633,1.2305149,1.0545642
23.0,1.3795012,1.1692915,0.90821743
23.02,1.4103978,1.22689,0.9528823
23.04,1.5477157,1.4047438,0.9579548
23.06,1.5410724,1.3931682,1.2196765
23.08,1.5335948,1.3334965,1.1640065
23.1,1.4845641,1.3284975,1.0612352
23.12,1.5330087,1.3619137,1.0854031
23.14,1.5166786,1.3812172,1.0671579
23.16,1.4555004,1.2607313,0.76913774
23.18,1.4840343,1.3368939,0.9554174
23.2,1.4501654,1.2580462,0.9778223
23.22,1.3881061,1.2040899,0.878995
23.24,1.4576342,1.2632802,0.93804544
23.26,1.4173102,1.2605786,1.0201308
23.28,1.4175743,1.258483,0.9940463
23.3,1.3651764,1.2228497,0.9116095
23.32,1.536327,1.3744528,1.0727246
23.34,1.4346933,1.3092567,1.0223889
23.36,1.4744914,1.2912202,1.0154713
23.38,1.5830464,1.4402866,0.9638915
23.4,1.6061296,1.4730146,1.043365
23.42,1.6383296,1.4807774,0.97320086
23.44,1.5758394,1.3824707,0.99640703
23.46,1.5540173,1.3639107,0.9321115
23.48,1.585788,1.3869183,1.0093398
23.5,1.5316647,1.299519,0.955753
23.52,1.5070193,1.2953867,0.9106674
23.54,1.4663169,1.2796276,1.0405526
23.56,1.5365463,1.3537132,1.0659791
23.58,1.5250251,1.4001368,1.0689518
23.6,1.5386407,1.3787268,0.9920207
23.62,1.5333507,1.3773901,0.9655361
23.64,1.472916,1.2890679,1.001415
23.66,1.4231633,1.2543036,0.9524637
23.68,1.3891308,1.2270917,0.9688706
23.7,1.4395398,1.3083113,1.1003094
23.72,1.4420867,1.3051555,1.1223248
23.74,1.3718526,1.1815944,1.0783752
23.76,1.3275187,1.1549548,0.901549
23.78,1.2975348,1.1136285,0.92524993
23.8,1.2774967,1.1102905,0.8485219
23.82,1.2884414,1.1306565,0.97903633
23.84,1.3867296,1.2287261,0.8991706
23.86,1.2685548,1.1551453,0.9575656
23.88,1.3067083,1.1702551,0.9682709
23.9,1.4491321,1.3049657,1.1259496
23.92,1.3692845,1.2527463,0.95595264
23.94,1.3835127,1.1867719,0.892007
23.96,1.4656783,1.2579587,0.9548001
23.98,1.5808926,1.4128039,1.0893099
24.0,1.5634344,1.3568373,1.1246399
24.02,1.6464461,1.4382427,1.1340822
24.04,1.5900562,1.3676751,1.060802
24.06,1.5126736,1.2880437,0.9721402
24.08,1.5025152,1.3163979,1.0212435
24.1,1.3943774,1.221635,0.97479427
24.12,1.4288614,1.2155886,1.140098
24.14,1.3713341,1.2245347,1.0096748
24.16,1.4123609,1.2175322,1.0644327
24.18,1.4414893,1.264607,1.2206498
24.2,1.4534152,1.2836176,1.0760895
24.22,1.394807,1.2156339,1.0885457
24.24,1.4797134,1.3052187,1.0142925
24.26,1.5038604,1.3707271,1.0813699
24.28,1.4619435,1.2505717,0.99352276
24.3,1.408299,1.2000417,1.0832922
24.32,1.463326,1.3253481,1.2101784
24.34,1.437874,1.2664537,1.1384314
24.36,1.4135271,1.2051398,1.0827079
24.38,1.4421644,1.2113291,1.1743065
24.4,1.4644771,1.2282114,1.0729752
24.42,1.4315319,1.252439,1.0449924
24.44,1.461175,1.2584176,1.161643
24.46,1.3772737,1.1614826,1.1862868
24.48,1.4501394,1.2448869,1.0988982
24.5,1.5081866,1.2990533,1.2301798
24.52,1.4810793,1.3210471,1.0625496
24.54,1.4038782,1.1855665,1.0581999
24.56,1.3605605,1.1625947,1.0395356
24.58,1.4712881,1.2783593,0.9539645
24.6,1.4987473,1.2682109,0.9981718
24.62,1.6167258,1.3866605,1.2084291
24.64,1.4423463,1.2477986,1.0322795
24.66,1.4544195,1.2469611,1.102427
24.68,1.4733481,1.258352,1.0880836
24.7,1.4868577,1.286335,1.1629857
24.72,1.3755053,1.1605355,1.1558069
24.74,1.4884435,1.249758,1.1279345
24.76,1.4329176,1.2257465,1.0980141
24.78,1.4863036,1.2908794,1.2361838
24.8,1.4734752,1.2696192,1.1373571
24.82,1.4342756,1.1968298,1.1718528
24.84,1.4014221,1.1765578,1.1837847
24.86,1.4998462,1.304692,1.3948972
24.88,1.4986473,1.2444671,1.1799041
24.9,1.421531,1.191673,1.1489682
24.92,1.3748246,1.173563,1.1401513
24.94,1.3940012,1.1827573,1.1665436
24.96,1.3433609,1.1346374,1.0780455
24.98,1.3316586,1.1518799,1.0410775
25.0,1.2907064,1.1280761,1.0270592
25.02,1.338614,1.186656,1.1690528
25.04,1.2150316,1.0672103,1.115382
25.06,1.3291818,1.1375655,1.2202947
25.08,1.353884,1.2539529,1.186126
25.1,1.2702657,1.1601326,1.1474278
25.12,1.3296607,1.2283232,1.096252
25.14,1.3780075,1.1959336,1.049182
25.16,1.4241626,1.2825248,1.1225333
25.18,1.3336816,1.156501,0.98598963
25.2,1.4842615,1.2944101,1.1835431
25.22,1.4553461,1.260295,1.1191998
25.24,1.2659545,1.0510644,0.9767045
25.26,1.2527828,1.08032,1.0247097
25.28,1.2581812,1.0513259,1.1261113
25.3,1.5302461,1.3914897,1.0741299
25.32,1.4452769,1.2869973,1.0814179
25.34,1.3255428,1.1647446,1.0362277
25.36,1.547256,1.4010398,1.1342733
25.38,1.3781978,1.2159052,1.1396493
25.4,1.3747973,1.1520947,1.0286617
25.42,1.300072,1.1215498,1.0895408
25.44,1.3018852,1.1133568,1.1151798
25.46,1.3000143,1.093046,1.0482644
25.48,1.3716071,1.1977942,1.0737909
25.5,1.34085,1.1585437,0.99013126
25.52,1.4523585,1.2554866,1.0449674
25.54,1.3741981,1.1912577,1.0214218
25.56,1.362843,1.10982,1.02958
25.58,1.4445772,1.2394642,1.0920048
25.6,1.3923619,1.1421483,1.037649
25.62,1.3476744,1.1215988,1.0928539
